City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mkushi,-13.6202,29.3939,29.41,28,18,7.02,ZM,1727878830
363,thaon-les-vosges,48.25,6.4167,12.08,96,100,2.04,FR,1727878831
364,say,13.1007,2.3689,35.8,36,45,0.41,NE,1727878832
365,bardai,11.65,7.2333,32.67,37,100,4.6,NG,1727878833
366,tura,25.5198,90.2201,24.12,96,100,1.61,IN,1727878834
367,susuman,62.7833,148.1667,-5.19,95,95,0.75,RU,1727878836
368,nalut,30.3333,10.85,31.46,17,0,1.16,LY,1727878837
369,cockburn town,21.4612,-71.1419,28.46,65,16,3.28,TC,1727878838
370,miyaly,48.8844,53.7836,20.09,23,97,4.85,KZ,1727878839
371,neiafu,-18.65,-173.9833,25.38,83,75,7.2,TO,1727878840
372,vila velha,-20.3297,-40.2925,30.97,61,20,6.17,BR,1727878841
373,olinda,-8.0089,-34.8553,26.85,74,75,4.12,BR,1727878659
374,saint-pierre,-21.3393,55.4781,23.82,69,75,7.72,RE,1727878704
375,ryotsu-minato,38.0833,138.4333,15.61,83,100,3.96,JP,1727878845
376,villa gesell,-37.2639,-56.973,12.34,50,2,10.94,AR,1727878557
377,guerrero negro,27.9769,-114.0611,18.68,92,0,2.19,MX,1727878847
378,mossel bay,-34.1831,22.146,17.96,73,100,7.93,ZA,1727878848
379,prince rupert,54.3161,-130.3201,9.83,87,100,8.23,CA,1727878849
380,watampone,-4.5386,120.3279,24.95,88,91,1.31,ID,1727878850
381,arkhangel'sk,64.5401,40.5433,8.06,76,75,1.0,RU,1727878631
382,constantia,44.1833,28.65,18.38,51,100,2.47,RO,1727878852
383,koungou,-12.7336,45.2042,27.84,74,0,3.09,YT,1727878854
384,howick,-29.4779,30.2306,13.49,70,49,4.66,ZA,1727878855
385,jonquiere,48.4165,-71.2488,14.06,77,100,2.86,CA,1727878856
386,mount gambier,-37.8333,140.7667,7.9,81,0,2.25,AU,1727878857
387,salinas,36.6777,-121.6555,15.05,77,0,1.54,US,1727878858
388,alegrete,-29.7831,-55.7919,19.34,57,2,8.81,BR,1727878859
389,ola,59.5833,151.2833,3.86,83,97,1.84,RU,1727878860
390,ovalle,-30.5983,-71.2003,20.8,42,37,1.66,CL,1727878842
391,kovdor,67.5662,30.4758,3.59,67,82,1.9,RU,1727878862
392,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,70,100,2.57,BR,1727878863
393,saquarema,-22.92,-42.5103,31.5,49,0,3.15,BR,1727878864
394,st. john's,47.5649,-52.7093,11.1,94,100,12.96,CA,1727878769
395,forster,-32.1667,152.5167,14.1,89,99,3.57,AU,1727878866
396,okha,53.5739,142.9478,4.63,75,37,3.82,RU,1727878867
397,tocopilla,-22.092,-70.1979,18.88,68,0,3.59,CL,1727878868
398,popondetta,-8.7537,148.2534,23.07,99,43,1.96,PG,1727878869
399,ternate,0.8,127.4,27.33,78,100,2.35,ID,1727878870
400,kachkanar,58.7,59.4948,5.61,62,38,2.0,RU,1727878871
401,katabu,-4.9333,122.5167,23.39,89,92,1.53,ID,1727878873
402,yola,9.2,12.4833,32.9,58,40,3.09,NG,1727878874
403,jumla,29.2747,82.1838,15.48,85,73,0.85,NP,1727878875
404,belyy yar,53.6039,91.3903,6.94,81,100,1.0,RU,1727878876
405,ust-tsilma,65.441,52.1498,6.81,58,91,4.2,RU,1727878878
406,rio grande,-32.035,-52.0986,17.45,73,4,5.54,BR,1727878631
407,murzuq,25.9155,13.9184,32.21,18,0,0.79,LY,1727878880
408,hobyo,5.3505,48.5268,26.1,77,6,7.12,SO,1727878881
409,miguel ahumada,30.6167,-106.5167,19.19,40,9,2.27,MX,1727878882
410,nikolayevsk-on-amure,53.1406,140.73,2.06,81,13,1.74,RU,1727878883
411,kosh-agach,50.0,88.6667,7.85,59,100,2.09,RU,1727878885
412,macapa,0.0389,-51.0664,31.99,66,75,3.09,BR,1727878867
413,bull savanna,17.8868,-77.5902,26.47,76,100,3.64,JM,1727878889
414,moyale,3.5167,39.0584,26.06,48,98,4.88,KE,1727878890
415,yemva,62.59,50.8594,8.29,61,99,2.61,RU,1727878891
416,alliance,40.9153,-81.1059,14.94,80,100,4.38,US,1727878892
417,peniche,39.3558,-9.3811,21.78,99,100,6.41,PT,1727878893
418,fuxin,42.0156,121.6589,11.63,42,0,1.76,CN,1727878894
419,toamasina,-18.1667,49.3833,26.0,73,40,2.57,MG,1727878895
420,morehead city,34.7229,-76.726,24.0,80,75,5.14,US,1727878827
421,klaksvik,62.2266,-6.589,9.86,73,83,5.38,FO,1727878898
422,conduaga,8.862,117.4893,26.71,86,100,2.24,PH,1727878899
423,valparaiso,-33.0393,-71.6273,19.13,51,0,3.6,CL,1727878900
424,severo-yeniseyskiy,60.3725,93.0408,-0.08,97,100,2.8,RU,1727878901
425,saldanha,-33.0117,17.9442,27.03,51,100,7.89,ZA,1727878902
426,mayenne,48.3333,-0.6667,15.34,80,77,2.46,FR,1727878903
427,suncho corral,-27.9336,-63.4294,23.63,26,7,6.69,AR,1727878904
428,pembroke,45.8168,-77.1162,11.21,92,100,2.56,CA,1727878905
429,kruisfontein,-34.0033,24.7314,16.58,56,99,8.79,ZA,1727878907
430,kidal,18.4411,1.4078,38.3,11,1,4.25,ML,1727878908
431,mount carmel,38.4109,-87.7614,15.97,57,7,3.03,US,1727878909
432,drabiv,49.963,32.1529,23.26,16,100,4.37,UA,1727878910
433,khash,28.2211,61.2158,29.97,15,14,3.23,IR,1727878911
434,galle,6.0367,80.217,27.21,83,76,3.28,LK,1727878912
435,cold lake,54.4502,-110.2017,0.97,93,20,4.12,CA,1727878913
436,howard springs,-12.497,131.047,28.95,77,3,3.11,AU,1727878914
437,east ballina,-28.8667,153.5833,17.96,71,100,7.68,AU,1727878915
438,tromso,69.6496,18.957,5.01,75,75,4.12,NO,1727878667
439,big rapids,43.6981,-85.4837,11.04,82,0,2.06,US,1727878917
440,noumea,-22.2763,166.4572,21.08,75,82,5.87,NC,1727878918
441,jabat,7.75,168.9751,28.71,74,6,3.99,MH,1727878919
442,shalqar,47.8333,59.6,19.77,27,0,7.85,KZ,1727878920
443,braco do norte,-28.275,-49.1656,21.0,97,100,0.77,BR,1727878921
444,dowlatabad,32.7998,51.6955,28.82,12,0,9.26,IR,1727878922
445,nuuk,64.1835,-51.7216,5.34,70,20,1.54,GL,1727878875
446,huarmey,-10.0681,-78.1522,18.78,85,77,2.73,PE,1727878857
447,minas de marcona,-15.2119,-75.1103,16.04,63,81,4.09,PE,1727878925
448,tomatlan,19.9333,-105.25,23.91,94,100,1.63,MX,1727878926
449,katsuura,35.1333,140.3,25.02,90,72,2.98,JP,1727878927
450,dwarka,22.2394,68.9678,28.21,79,0,4.74,IN,1727878929
451,chom thong,18.4174,98.6743,23.8,96,100,0.07,TH,1727878930
452,pekanbaru,0.5333,101.45,25.18,100,20,0.0,ID,1727878931
453,hutchinson island south,27.2995,-80.2205,29.44,82,0,4.12,US,1727878932
454,kavieng,-2.5744,150.7967,28.05,79,100,4.71,PG,1727878933
455,beitbridge,-22.2167,30.0,26.13,24,0,9.25,ZW,1727878934
456,kharupatia,26.5167,92.1333,27.84,84,96,3.34,IN,1727878935
457,nuku'alofa,-21.1333,-175.2,23.19,88,100,7.2,TO,1727878936
458,tsetserleg,47.475,101.4542,4.6,67,6,2.63,MN,1727878937
459,neubrandenburg,53.5667,13.2667,12.87,75,77,7.53,DE,1727878938
460,palikir - national government center,6.9248,158.1611,23.41,100,100,0.0,FM,1727878939
461,tolanaro,-25.0319,46.9987,21.04,83,75,2.06,MG,1727878940
462,ujae,8.9322,165.7642,29.43,74,94,6.04,MH,1727878941
463,opuwo,-18.0607,13.84,35.0,8,1,5.44,NA,1727878942
464,manokwari,-0.8667,134.0833,26.39,78,98,1.58,ID,1727878943
465,laibin,23.7,109.2667,19.49,53,5,3.77,CN,1727878944
466,walvis bay,-22.9575,14.5053,18.53,59,35,3.6,NA,1727878945
467,oltinko'l,40.8011,72.1634,23.7,33,79,5.89,UZ,1727878946
468,utete,-7.986,38.758,31.54,43,42,5.89,TZ,1727878947
469,zelenogradsk,54.9589,20.4767,12.03,76,40,3.0,RU,1727878948
470,manismata,-2.4667,111.0333,23.96,95,100,1.09,ID,1727878949
471,al kharj,24.155,47.3346,38.32,12,1,5.06,SA,1727878951
472,tangalle,6.024,80.7911,26.83,86,73,3.3,LK,1727878952
473,barranca,-10.75,-77.7667,17.62,86,87,2.98,PE,1727878953
474,gap,44.6667,6.0,6.11,75,100,2.36,FR,1727878954
475,noosa heads,-26.3833,153.15,19.69,70,76,9.01,AU,1727878955
476,aripuana,-9.1667,-60.6333,36.25,34,8,1.26,BR,1727878956
477,alofi,-19.0595,-169.9187,23.11,75,93,9.38,NU,1727878957
478,kokpekty,48.75,82.4,12.25,50,84,5.38,KZ,1727878958
479,orsa,54.5153,30.4053,16.05,49,11,2.54,BY,1727878959
480,emmeloord,52.7108,5.7486,13.34,65,89,3.13,NL,1727878960
481,fort bragg,35.139,-79.006,22.68,91,100,2.57,US,1727878920
482,noyabrsk,63.1994,75.4507,3.55,76,100,4.82,RU,1727878962
483,novodvinsk,64.4165,40.8122,7.86,72,100,0.87,RU,1727878755
484,polyarnyy,69.1989,33.4478,5.78,73,57,6.98,RU,1727878964
485,nar'yan-mar,67.6713,53.087,5.39,64,23,8.84,RU,1727878965
486,usinsk,65.9939,57.5281,4.72,75,99,7.65,RU,1727878966
487,benghazi,32.1167,20.0667,24.85,54,0,3.72,LY,1727878967
488,singrauli,24.1997,82.6753,26.43,78,59,1.99,IN,1727878969
489,les sables-d'olonne,46.6667,-1.8333,16.82,67,71,2.61,FR,1727878970
490,mount pearl,47.5166,-52.7813,10.64,94,100,13.38,CA,1727878971
491,cibitoke,-2.8833,29.25,23.49,55,93,1.57,BI,1727878972
492,mirny,62.5353,113.9611,0.47,97,100,6.0,RU,1727878973
493,huanta,-12.9333,-74.25,18.22,46,38,0.55,PE,1727878974
494,serres,41.0856,23.5497,24.25,49,1,0.56,GR,1727878975
495,juneau,58.3019,-134.4197,7.28,100,75,0.0,US,1727878976
496,sinjai,-5.1241,120.253,24.87,84,99,2.12,ID,1727878977
497,nagqu,31.5,92.0,6.53,69,99,8.07,CN,1727878743
498,bogatyye saby,56.0102,50.4483,9.92,34,74,3.39,RU,1727878980
499,along,28.1667,94.7667,21.2,97,68,0.05,IN,1727878981
500,robertsport,6.7533,-11.3686,26.78,80,100,5.52,LR,1727878982
501,maintirano,-18.0667,44.0167,26.85,80,0,9.8,MG,1727878983
502,pavlodol'skaya,43.7192,44.4781,15.49,81,100,2.71,RU,1727878984
503,papao,-17.75,-149.55,24.82,82,100,2.07,PF,1727878985
504,ribeira brava,32.65,-17.0667,29.84,77,6,2.6,PT,1727878987
505,komsomol'skiy,43.9783,46.6985,19.15,70,89,5.03,RU,1727878988
506,las heras,-46.5419,-68.9359,7.1,51,71,6.46,AR,1727878989
507,voi,-3.3945,38.563,27.13,55,95,5.06,KE,1727878990
508,ornskoldsvik,63.2909,18.7153,11.53,58,20,0.51,SE,1727878991
509,lunas,10.6402,123.7525,27.9,80,100,2.92,PH,1727878992
510,fallon,39.4735,-118.7774,10.93,37,40,1.54,US,1727878993
511,byron bay,-28.65,153.6167,17.02,80,84,5.99,AU,1727878994
512,todtnau,47.8294,7.9438,12.28,89,100,0.12,DE,1727878995
513,dryden,49.7833,-92.7503,11.16,62,100,3.6,CA,1727878996
514,quellon,-43.1167,-73.6167,8.94,83,94,2.02,CL,1727878997
515,warrnambool,-38.3833,142.4833,7.81,74,0,4.63,AU,1727878998
516,calama,-22.4667,-68.9333,20.27,9,0,5.66,CL,1727878745
517,sinan,34.8262,126.1086,17.72,51,100,9.8,KR,1727879000
518,rawai,7.7797,98.3253,29.99,84,100,2.7,TH,1727879001
519,boca do acre,-8.7522,-67.3978,35.64,35,15,2.25,BR,1727879002
520,chittagong,22.9167,91.5,25.19,96,100,3.02,BD,1727878987
521,jinchang,38.4953,102.1739,11.88,22,0,2.44,CN,1727879005
522,patong,7.8961,98.2966,30.01,84,100,1.96,TH,1727879007
523,khulm,36.6974,67.6983,28.76,24,0,2.35,AF,1727879008
524,nevel',56.0209,29.9284,10.83,80,100,1.61,RU,1727879009
525,chapaev,50.2,51.1667,21.0,24,10,7.2,KZ,1727879010
526,san ignacio rio muerto,27.4167,-110.2333,26.7,68,0,1.7,MX,1727879012
527,mejit,10.2753,170.8646,28.37,78,5,5.85,MH,1727879013
528,ono,34.85,134.9333,20.66,75,100,7.48,JP,1727879014
529,qidu,26.7653,119.5472,18.49,88,100,2.05,CN,1727879015
530,santo antonio do sudoeste,-26.0736,-53.7253,33.46,31,53,3.1,BR,1727879016
531,kewanee,41.2456,-89.9248,12.93,35,15,2.93,US,1727878782
532,dabeiba,7.0017,-76.2672,25.54,81,73,1.37,CO,1727879018
533,makassar,-5.14,119.4221,29.03,74,20,2.06,ID,1727879019
534,urengoy,65.9667,78.3667,2.75,96,100,5.72,RU,1727879020
535,corralillo,22.9819,-80.5856,28.05,79,8,1.66,CU,1727879021
536,borkum,53.5809,6.6915,13.63,71,98,10.41,DE,1727879022
537,rockdale,33.6501,-84.0166,24.22,77,0,2.57,US,1727879023
538,bozoum,6.3193,16.3799,26.36,79,83,1.35,CF,1727878857
539,maragogi,-9.0122,-35.2225,27.28,66,71,4.1,BR,1727879026
540,hoeryong,42.4428,129.7508,4.48,77,0,1.77,KP,1727879028
541,"laikit, laikit ii (dimembe)",1.4792,124.9735,22.47,100,20,0.51,ID,1727879029
542,tadine,-21.55,167.8833,20.62,81,0,5.31,NC,1727879030
543,stephenville,32.2207,-98.2023,21.19,74,0,0.45,US,1727879031
544,dombarovskiy,50.7587,59.5386,13.24,31,10,7.56,RU,1727879032
545,adrar,20.5022,-10.0711,39.46,13,78,5.34,MR,1727878792
546,porbandar,21.6422,69.6093,28.24,79,0,4.87,IN,1727879034
547,humaita,-7.5061,-63.0208,36.15,36,37,1.34,BR,1727879035
